,name,platform,release_date,summary,meta_score,user_review,release_year,P,score
3895,Star Wars Jedi Knight: Jedi Academy,PC,"September 17, 2003","As a new student of Luke Skywalker's Jedi Academy, follow an ancient tradition and learn the powers - and dangers - of the Force. The Force is a powerful ally; use it wisely. Immerse yourself in the classic Star Wars universe as you take on the role of a student eager to learn the ways of the Force from Master Luke Skywalker. Interact with famous classic Star Wars locations and characters while facing the ultimate choice: fight for good and freedom in the light side or follow the path of power and evil to the dark side. Create your own characters by defining various characteristics, such as species, gender, clothing and physical attributes allowing for a more personal experience before entering the academy to learn the powers - and dangers - of the Force. Construct your own lightsaber from handle to blade color. Utilize two if you prefer or try the ultimate dual-bladed lightsaber made famous by Darth Maul. Unique tiered level selection allows you to choose you adventure and the missions you take based on the skills you need to become the ultimate Jedi Knight. [LucasArts]",81,8.6,2003,PC,696.6
3898,WWE SmackDown vs. Raw 2007,Xbox 360,"November 14, 2006","A brand new Analog Control System makes fighting more realistic than ever with intuitive movement and new elements of control. An enhanced Season Mode provides multiple branching storylines and unprecedented levels of player choice. In and out of the ring, dozens of user-controlled environmental hotspots let players take advantage of anything at their disposal to inflict damage on opponents in new and unique ways. Additionally, new high impact combination moves let players take the power of WWE Superstars into their own hands. Experience the intensity of WWE fans in a brand new, fully loaded interactive fighting area. Players can take advantage of multiple weapons, environmental damage and grabbing signs and weapons from the crowd. WWE SmackDown vs. RAW 2007 offers multiple enhancements, including incredible high definition graphics, updated rosters for both RAW and SmackDown, an expanded General Manager Mode, online multiplayer game play with voice chat support and more. [THQ]",81,8.0,2006,Xbox_360,648.0
3899,Sine Mora EX,PlayStation 4,"August 8, 2017","Sine Mora is a side-scrolling shoot ’em up that provides a unique challenge, where time is the ultimate factor. Mixing classic shooter sensibilities with contemporary presentation, Sine Mora is a gorgeous shooter offering both a Story Mode that weaves an over-the-top tale and an Arcade Mode that provides deep, satisfying gameplay to challenge fans of the genre.",81,7.1,2017,PlayStation_4,575.1
3900,Mortal Kombat Komplete Edition,PC,"July 3, 2013","Mortal Kombat Komplete Edition delivers the critically acclaimed game, all previously released downloadable content (DLC), plus digital downloads of the 2011 release of Mortal Kombat: Songs Inspired by the Warriors album with a bonus track, and the 1995 Mortal Kombat film on the PlayStation Store or Xbox Live Zune. The DLC includes fan-favorite warriors Skarlet, Kenshi and Rain, as well as the infamous dream stalker Freddy Krueger. The game also offers 15 Klassic Skins and three Klassic Fatalities (Scorpion, Sub-Zero and Reptile). Mortal Kombat: Songs Inspired by the Warriors is a collection of electronic music inspired by the game and is executive produced by JFK (of the DJ/ production duo MSTRKRFT and Death From Above 1979).",81,8.7,2013,PC,704.6999999999999
3902,Ninja Gaiden II,Xbox 360,"June 3, 2008","(Also known as ""Ninja Gaiden 2"") In Ninja Gaiden II, gamers must guide Ryu Hayabusa on a mission to avenge his clan and prevent the destruction of the human race. Armed with an assortment of ninja weaponry, players must help Ryu skillfully maneuver through a world fraught with peril and danger. Ninja Gaiden II features an all-new gameplay engine, a new auto-health regeneration system, levels, adventures, enemies and thrilling combat with an extensive assortment of ninja weaponry, representing a true evolution of the highly popular franchise. Assuming the role of a ninja warrior, players experience an all-new combat system that requires skill and mastery of their full arsenal of weapons, including Obliteration Techniques that allow players to quickly and stylishly finish off an opponent. In addition to the variety of brutal new primary weapons and enhanced versions of previous favorites, Ninja Gaiden II features unique acrobatic combat and attacks used not only by Ryu Hayabusa but also by his formidable enemies. The new auto-healing system in Ninja Gaiden II, featuring semi-permanent damage restored at save points, is the natural evolution of the franchise's distinctive gameplay and introduces a new twist to managing health. With a newly implemented auto-healing functionality and save-point system, as well as an extensive story mode and multiple difficulty levels available from the start of the game, the gameplay of Ninja Gaiden II is both accessible to more casual players and challenging to even the most demanding gamers. [Team Ninja]",81,8.0,2008,Xbox_360,648.0
3906,Tales of Vesperia: Definitive Edition,PlayStation 4,"January 11, 2019","Tales of Vesperia: Definitive Edition celebrates the 10th anniversary of this RPG with new fully playable characters, events and other additional content never released outside of Japan. Follow Yuri Lowell, a former Imperial Knight, as he befriends a colorful cast of characters throughout the world of Terca Lumireis and finds himself in the middle of a nefarious plot that threatens the destruction of the entire planet.",81,7.5,2019,PlayStation_4,607.5
3913,Baldur's Gate and Baldur's Gate II: Enhanced Editions,PlayStation 4,"October 15, 2019","Includes the original Baldur’s Gate: Enhanced Edition and its sequel, Baldur’s Gate II: Enhanced Edition, with all DLC and restored quest content, as well as the Baldur’s Gate: Siege of Dragonspear expansion, featuring new original content developed by Beamdog to bridge the two games.",81,6.3,2019,PlayStation_4,510.3
3917,Shadowrun: Dragonfall,PC,"February 27, 2014","Experience a New Full-Length Campaign: Return to the “Tech meets Magic” future of Shadowrun in an all-new 12+ hour campaign. Operating out of an offbeat hub neighborhood, you’ll choose which missions to accept and how you’ll approach them while navigating the dark underbelly of “the Flux”.",81,8.3,2014,PC,672.3000000000001
3919,Yooka-Laylee and the Impossible Lair,PC,"October 8, 2019","Yooka & Laylee are back in a brand-new platform hybrid adventure. They must run, jump and roll their way through a series of challenging 2D levels, face a puzzling Overworld and rally the Royal Bee-tallion to take down Capital B and his Impossible Lair. * The overworld isn't just a hub to hop from level to level, it provides a whole separate gaming experience. Explore and unlock more 2D levels by completing objectives and puzzles, rescue Royal Bees and find collectibles. * Alternate Level States. Think you've got a level figured out? Try it in its alternate state! Flip switches in the overworld to create new landscapes. * Bee-at the Impossible Lair. Players are free to tackle Capital B's Impossible Lair at any time; however, they may find it too much of a challenge without the help of the Royal Bee Guards.",81,6.3,2019,PC,510.3
3920,Eets,PC,"March 29, 2006","Eets is a downloadable game that comes with its own puzzle maker and challenges players to use the power of angry giant marshmallows, chocolate pumping power shooters or invoke the trickery of prankster whales to progress through the game and solve a puzzle. Eets Gameplay is like ""Lemmings Meet The Incredible Machine Plus a Touch of Character."" Players step onto a rich looking platform of lush grasses against a sunny sky and compel the main character, Eets, to find puzzle pieces or shards placed throughout the game's levels. Eets players progress through the game by acquiring puzzle pieces and by collecting a certain amount, doors will open to new levels such as Smoreland or Kaboom Desert. Players control Eets by feeding him, causing certain emotions and behaviors to erupt based on the food and other props you serve up to him. Get Eets to bite into a tasty chocolate chip and he happily jumps into areas where you want him to progress; give him a sad marshmallow and he will be afraid to move off a cliff. The game is full of suprises from sneezy sows that don't like to be touched and respond by firing off superpigs, to carts that roll and explode when triggered. Players can figure out what makes each element tick and set off chain reactions to get to their desired destination. In addition to the games more than 100 levels, Eets includes a puzzle maker where players can create their own fun by developing levels complete with their choice of music, hurdles, characters, time of day, atmosphere and level of difficulty. [Klei Entertainment]",81,6.2,2006,PC,502.2
